essay_id,prompt,essay_text,task_directions,essay_set,score,trait_scores,trait_explanations,holistic_explanation
3538,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Censorship               Censorship is it needed in todays societey? Where things that were considerd bad @NUM1 even @NUM2 years ago are ok today to be veiwed read listened to and so on. Is it a  needed process or should libraries have free will to stock there shelves with what ever they seem fit to be there.Is it still a good process to use or is it a outdated uneeded resource that is now no longer needed.          Everybody in todays soicitey says to read, but libraries @MONTH1 not have the type of litature that your are in to, so why would you want to read somthing that you do not like because the library dos not have the book that you wanted to to see i.       I believe that censorshop in libraries should be their  to remove any book the find offenseive or immoral from there libary. I do not belive they should remove books becasue of  bad language, or somthing about god.        I think that books or magazines or movies with '@CAPS1' content should be removed from libraries if they see it fit. Libraries should only feature books tht they want to have not ones that are popular but considerd 'bad' by the library. They should only have books they want to have.       I do believe that their should be censorship in libarys. I just do not belive that it should be a harsh system. I think that they should set standards on what they want to have and following those standards on books they buy.               I do think however that some libraries will set their standards to low or high that they wille ether have many books that are considerd 'bad', or no books at all. It is a very fine line when it comes to materials that the library has to be considerd good or bad. I think libraies should havea  set of standards nation wide to set what type of material is good for libraries.          I believe that censorship is still a needed, and helpful process. I just think that it is to much of a opionated process. not enough facts or opions of the poeple. I think that is should remain in use for society i just belived it should be more under control then it is today.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,3,"{'Content': 2, 'Organization': 1, 'Word Choice': 2, 'Sentence Fluency': 1, 'Conventions': 1}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
4632,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","@CAPS1 happened to using books and films as simple entertainment? Why are we now cautious of @CAPS1 our children pick off the shelf? Society today has changed the way we once viewed our sources of entertainment. Books are now viewed with skepticism and once harmless movies and magazines are full of material no one should be reading or watching. Music used to be a beautiful form of art, but now when you turn on your radio, @CAPS1 do you hear? Mindless spewing of words linked together with curses and other garbage. Should libraries use caution when renting something to someone who shouldn't be using that material for harmless entertainment.     There once was a young girl, fourteen or fifteen, who loved to read and listen to music. She was bright but shy, and used books as her friends. Each day she walked to the library for a new story to dive in. One day she came across a book on the top shelf of the fiction section. The book looked used, for its spine was badly split and several of the pages were nearly detached. She reached for the book, intrigued, and flipped through the pages. Her innocent and naive mind caught a hold of a world she didn't know. After reading the book, she was filled with guilt. It wasn't a good book, but a book that was laced with a harmful message. This young girl, once pure and simple, now knew things no one at that age should know. So, why wasn't there a warning of some sort?     The difference between writing something offensive and being offensive is that the writer usually doesn't intend to be hurtful or rude. The author most likely intended for the peice of literature to be enjoyed with a clear and playful attitude. However the comparison between writing something offensive and being offensive is far different. When you read something in a book or magazine that disturbs you, put it down, or throw it away. No one is forcing you to read the material. Yet, the real question is; @CAPS1 about our children? How do we keep them safe from offensive literature? And @CAPS1 about music? Or movies?     Remember the old black and white films? How, no matter @CAPS1 the plot or storyline is, the two leading roles somehow fall in love in the end? The ending title fills the screen just before the two actors share a kiss and then the screen goes black. Mind, there are still movies with happy endings and a positive message. @CAPS1 about the other films? Some of the biggest blockbusters are those which have either violence, some form or racism, and/or sexual content. Personally going to the movies to see a new action movie that looks thrilling and entertaining should be fun, but where does the fun stop? After the guy in the first scene has just been brutally murdered? Or after the two lovers share a special bond that should be kept private? And @CAPS1 happens when this movie is released and checked out from the library by a young boy who just wants a fun sleepover with his friends? How do we keep these sorts of material away from them?     Libraries should use major caution when priting labels to place on their books, movies, magazines, etc. Librarians should make sure that the book a child hands to them is safe to read for that age level. Also, they should check the ratings on movies or make them not available to certain age group. Parents should also use caution when letting your child go to the movies with friends. Make sure they see something fun, but with a positive message.     Should libraries take certain material off their shelves? I don't think so. However, be careful @CAPS1 you read or watch, for it might not please you. Use the internet as a source to find reviews on books and magazines, so see how well it was rated and then decide whether it is an intriguing read or an amazing film. Have fun, but be careful","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,6,"{'Content': 6, 'Organization': 5, 'Word Choice': 5, 'Sentence Fluency': 5, 'Conventions': 5}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
4415,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Should certain materials in libraries be removed from shelves if they are found offensive? I do not think books or any other materials should be taken off the shelves for some people? There are many reasons that the books should stay on the shelves. I am going to tell you all of the reasons I think the books should stay on the shelves.     One reason I think the books should stay on the shelves is because some people might need the books for a school project. For example, a student could have a project over @CAPS1. A book on @CAPS1 could offend many people. Just because it offends some people does not mean it should be taken off the shelf because other people might need that book. Someone might need a certain book for a project. If the one book they need is taken off a shelf because it offended someone they could fail a class. That is one reason I think the books should stay on the shelves.     Another reason I think they should stay on the shelves it's their opinion if the book offends them. Just because they don't like the book and it offends them doesn't mean other people do not want to read it. Why would you take a book off of a shelf because it offends one or a couple people? There could be many more people who want to check out that book and read it.     If a book offends you just dont look at it. Why would you look at something that offends you? I don't understand why libraries would have to removed a book from the shelf just because it offends someone. Especially, when that person could just ignore the book and pay no attention to it. That is my last reason my opinion is what it is.     So after reading this I hope you understand why my opinion is what it is. There is no point in taking books off the shelves. People need them for research and projects. It is someones opinion if they do not like what the book is about and if it offends them. For example, if i didn't like something on a menu at a resteraunt they are not going to take it off the menu for me. My last reason the books should stay on the shelves is the people can just ignore the books and not look at them that would be easier than taking books off the shelves.                                    THE @CAPS3","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,4,"{'Content': 4, 'Organization': 5, 'Word Choice': 4, 'Sentence Fluency': 5, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
3940,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Now, one way or another that certain peice of material will be found and be used.     Someone out there in this world will appreciate that material and want to share it with others. So really, either way you @MONTH1 try to remove any material that you think is offensive but is it your right? I don't suppose so, I would consider that unfair. It's unfair that you were able to see this material and just because you thought it was offensive, it does not mean that others @MONTH1 find that offensive in their opinion.     So the idea of pulling them off the shelf for your own selfish opinion is ridiculous. For you to do that would be defeating the purpose of being an @CAPS1 for the author of that material. Having the freedom to sell or convey something they want viewers, readers, listeners, etc. to look at and use, would not happen because a person or a small group of people consider it offensive. It's big world out there, you think just because you can try and hide certain material from people in your area to see, that no one will find a way, people will always find a way for it to get out or be found.     It would be as if your trying to control what people should be viewing, listening, reading, etc. Almost as if your in control of people, but you got to realize that you can't hide everything in this world. Also that not everybody in this world has the same mind set as you do, and that what ever you find offensive @MONTH1 not, or actually does not mean everyone else does.      So this leads to my conclusion that it should not be your right to remove material from shelves that only you or group of people find offensive. Do not try to control what people or childeren should view, listen, or read becuase it will be found sooner or later. No matter how hard you want this world to be perfect, reality is that it won't happen and you can't keep everthing hidden","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,4,"{'Content': 3, 'Organization': 3, 'Word Choice': 3, 'Sentence Fluency': 3, 'Conventions': 3}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
3472,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Books are a form of history, each telling a story from the past. in history we dont block any offensive events that take place so why should we removed any books that have offensive material in them. it would be wrong to strip the kids of any learning tools.          books are a very important learning tool in todays schools and there is somthing new in every book that a kid can learn from. so even taking away one book could make a kid learn one less thing. and doing this on purpose would  be aginst everything that schools stand for.          there are many diffrent janras of books, but not everybody loves every jonra if a person only likes to read young adult books because it relates to there culture, wich most likely will have  offensive language and events play out. if you were to take this away from a youngadult in school; once more this person would be missing out on books because nows they are not intersted at any of the books in the libary.       if you can even think of just one instance that could strip a student away from a learning opertunity you shouldnt do it. but the fact is there any many reasons why you shouldnt remove any literture from libary shelves","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,3,"{'Content': 3, 'Organization': 3, 'Word Choice': 3, 'Sentence Fluency': 3, 'Conventions': 2}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
3131,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Libraries are sometimes connotated as very boring. Walking up and down isles looking at all of the books, and wishing that they were all more interesting. Minutes after searching through the one shelf you have been rummaging through for what seems like hours, you get a glimpse of a very interesting title. Inside of this book could be countless inappropriate pictures and profanity on every page. Who is to blame for opening the book and reading it?     Profanity, nudity, and crude humor, as well as many other things, are all over the media, including books. Some parents try very hard to keep their children out of the way of those things by telling the child that they just simply cannot watch, listen to, or read certain things. The parents typically do not say why they are not letting their child see, hear, or read these things, other than, 'it is bad, and I said no.' If parents were to tell their child specifically why they were not supposed to be exposed to certain things, the child might not be so inclined to get involved in those things.     Not only should the parents teach their child why they should not be exposed to those things, but maybe they should be around when their kids have an opportunity to see things they shouldn't. And if a child is too young to see, hear, or read certain things, than they are far too young to be browsing a library or any other place where they are not properly guided by a parent.      Censorship, in my opinion, should not be done by libaries, movie producers, television programs, and record companies, it should be done by the parents of a child.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,4,"{'Content': 4, 'Organization': 4, 'Word Choice': 4, 'Sentence Fluency': 4, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
4103,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Libraries contain many helpful and entertaining materials for people of all ages. Some @MONTH1 argue that a library holds documents that are offensive and should not be put on the shelf, but I beg to differ. A library holds many books, magazines, movies, etc. that can advance the knowledge of citizens.      Libraries can, and probably do, contain materials that are guilty of being offensive, but they shouldn't be taken off the shelf because of this. Instead, libraries should be divided into sections based on topics. If a parent doesn't want their child to read a book based on racism, then the parent simply keeps the child out of that section.     How will children learn about what goes on in @LOCATION1 if they are not shown? Children won't know how to cope with the harsh realities of the world unless they are exposed to them early. This doesn't mean that a child should be shown a magazine highlighting @PERSON2's next drug scandal, but showing them that stuff like this does go on and you should not live that way.      Libraries don't contain material that is offensive without a reason. What if a high school student is doing a report on the rise of teen-pregnancy? This student should have no better source for information than a library. The library would be the most trustworthy documentation of facts about this topic.      These books that a library holds are not only there to educate us, but to entertain us as well. If a library removes a biography on the rapper, @ORGANIZATION1, because he has a 'rocky past', they @MONTH1 lose one client who came to the library to be amazed by the struggles that many successful people have overcome to get where they are today.      As Katherine Paterson said, 'And then we have no books on the shelf for any of us.' If a library censors all of the material that goes throught the system, there @MONTH1 not be any books left to entertain ourselves. Therefore, libraries should not monitor what material is put on the shelf.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,4,"{'Content': 4, 'Organization': 3, 'Word Choice': 4, 'Sentence Fluency': 4, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
4624,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Censorship in libraries is a very controversial topic that has conflicting views. One side, in favor of censorship, believes that some literary material contained within a library could be offensive to some, and that it should be removed or censored. The other side, in favor of free speech, believes that all literary material in a library should be kept, whether it is seen as offensive or not. Of these two sides of such a controversial issue, it is evident that censorship should not be instilled within libraries, because of the right to free speech, the true meanings and expressions must be upheld, and it would take the oppurtunity to read such a work truly from an interested reader.     The first reason why the censorship of literary materials within a library is an unjust endeavor is because of the right to free speech. This right belongs to all citizens of @LOCATION1, and shouldn't be taken away because one person @MONTH1 think something is offensive. I have observed that many people will often attempt to steal this right from people, and this instillation of censorship will do just that to the authors. This is the first reason why the censorship of literary materials within a library is an unjust endeavor.     The next reason why the censorship of literary materials within a library is an unjust endeavor is because this censorship @MONTH1 dull down the true meanings and expressive themes that literary works are meant to express. An example of a story that would suffer from censorship is the famous 'The @CAPS1 of @ORGANIZATION1.' Such a novel, though containing offensive language at times, would not read the same if such language was omitted and removed. Instead, @PERSON1's expressions within the story would be dulled down immensely and be nearly silenced. This is the next reason why the censorship of literary materials within a library is an unjust endeavor.     The last reason why the censorship of literary materials within a library is an unjust endeavor is because it removes the availability of the book from an interested reader. Many times I have seen people blatantly have a tantrum over an offensive literary work. I have been offended by things that I have read before, and instead of demanding its removal and crying for a less offensive substitute, I simply either stopped reading the work or read through it anyways. A person must know that the use of offensive language within literary works rarely is intended to attack the reader, but rather to strongly get a point across.  If a person finds the material too offensive to read, then they should simply stop and find a more suitable work. By remaining calm and passive about these things, it keeps the literary work on the shelves in its true form for other people who wish to read it.This is the last reason why the censorship of literary materials within a library is an unjust endeavor.     It is clearly evident that the removal or censorship of literary works in a library is a bad idea as a whole. The decision to censor literary works would be bad because it would strip the author's right to free speech, it would dull down the author's true meanings and expressions, and it would remove the oppurtunity to read such a work from an interested person. The removal or censorship of literary works would be a terrible decision that all would regret in the years to come. This is why the removal or censorship of literary works in a library is an unjust endeavor.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,4,"{'Content': 6, 'Organization': 6, 'Word Choice': 5, 'Sentence Fluency': 6, 'Conventions': 5}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
3351,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","When it comes to censorship I believe that very few things should be removed. Just because it is found offensive by some does not mean it is offensive to all. A material should only be removed if and only if that material offends an over ruling majority of people. If you find it offensive just ignore it you don't have to buy it. Maybe somebody else finds it interesting and it comtains the information that they have been seeking.     When it comes to books, music, movies or magazines I believe almost anything should be allowed except for material that depicts nudity or drugs and alcohol. Other than that a little cursing here and there and some violence is perfectly acceptable, but it should probably be kept from small children if it's to bad. Usually if a child is exposed to that type of material they usually grow up believing that whatever they saw as a child is completly acceptable. Sometimes it's violence sometimes it's other things like drugs or alcohol, whatever the case @MONTH1 be.      Many parents believe that certain material should be banned because it exposes their child to bad morals. But my belief is that if your a good parent then shouldn't have to worry about that type of stuff. If you really do not want your child to be of any part of it then take actions to do such. For example if you don't want your child watching a certain television show then block it. Don't just think they won't watch it and then when they do you get mad at the people who created the show. It's not their fault maybe you as a parent should have made sure in the first place that your child did not see that material.     There are some people out there that believe that if any material depicts anything bad then it should be removed. But what I believe is that this is @LOCATION1 and people can read and write whatever they want, and if you have something to say about it then that's fine by me you can believe whatever you would like to believe. People should be able to keep their freedom of speech and be creative without being ridiculed by people","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,4,"{'Content': 3, 'Organization': 3, 'Word Choice': 3, 'Sentence Fluency': 3, 'Conventions': 3}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
4511,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Should there be censorship in libraries? Some say there should be, some do not.  Cultural books and magazines could be offensive to some readers.  History in books can sometimes even be offensive depending on someones lifestyle or background.     Are you wrong if you say you want censorship in the library?  No, you are not wrong because there are many people who think that some books should be taken off of the shelves of there local libraries.  Some of there reasons are because parents could have  young children and they do not want to expose them to such things while they are young and vulnerable.  Others though say that censorship is unnecessary because people are going into the library and looking for a book at their own risk.  Meaning that if someone goes to the library looking for a certain book and they pick up one they find as offensive, it could be a good book for someone else.     Do all books that are considered 'offensive' have to be fiction?  No, not all books have to be fiction if they are offensive.  This does not mean that there aren't books out there like that.  Cultural books or magazines from other countries or of a certain topic can sometimes be very graphic and have language that is only appropriate for certain ages.  Everywhere in the @CAPS1 no matter where you are there are going to be things that could either interest you or be offensive to you. Everybody has there own opinion on the matter.  The cultural @CAPS3 in the library are just showing how the people of othere countries live and act.  It is not opinions or false claims in these @CAPS3, only fact.  So cultural @CAPS3 should not be censored, although it could have a section just for that type of material.     History books can be one of those @CAPS3 that really depends on your opinion or what you were raised in.  Religion is one thing that history books can really raise offense to people because it could have some of the facts wrong about that type of religion.  Some people would get very upset about how it was wrong because they are teaching the kids wrong about religion.  Race and origin are another problem with some people.  History books and elder's stories can always somehow be mixed and could cause trouble.  For example if a @CAPS1 @CAPS2 @NUM1 veteran told a story about what happened in a certain area; the history book could tell a completely different story.  History books should not be censored because it is facts and teaching kids on what has happened in the past and how people survived.     My views on the censorship of libraries is that there should not be any of it.  Maybe the library could make a section for what people might think is 'offensive.'  @CAPS3 or books should definately not be taken off of the shelves though, because one man's offense is another man's great read","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,5,"{'Content': 5, 'Organization': 5, 'Word Choice': 5, 'Sentence Fluency': 5, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
3419,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","I myself think that all books should be of the shelves because I do find some books to be offensive in their contents. I also find it very annoying when people have books and you are trying to talk to them @CAPS2 all they do is ignore you @CAPS2 keep reading i find that disrespectful. Myself though i do not like reading I find it to be boring @CAPS2 somtimes tireing unless it is actually a good book. I also could say that some movies should be taken off shelves because they are so stupid @CAPS2 have no point such as harry potter, twilight and most other books that have mythical creatures in them. Music on the other hand should @CAPS5 be taken off because it is alot easier to relate to and understand I @MONTH1 be wrong but thats my personal opinoin of the whole ordeal some music in the lyrics can show who you are and what you stand for in life music shows character @CAPS2 is easire to follow then movies or a boreing old book.I listen to music all the time you hardly ever see me with a book in my hands I sometimes do watch movies but they are more action , comady though I really don'@CAPS10 like scary movies though I do watch some @CAPS2 I don'@CAPS10 like ones with weird looking creatures in it thats just not what I look for in a movie. I can list some books, movies @CAPS2 music I like, for instant twoo books I like are  blood is thicker @CAPS2 untill we @CAPS4 again by @PERSON3. Movies I like are all five of the @CAPS1 @CAPS2 @CAPS3 movies, @ORGANIZATION2, @CAPS4 The @PERSON4 and my all time favorite @CAPS5 @CAPS6 @CAPS7 And the new karoti kid. Music I listen to consist of @CAPS8-@CAPS9, @ORGANIZATION4, @PERSON2, @PERSON5, @LOCATION3, @CAPS10-@CAPS11, @CAPS12 @CAPS13, @ORGANIZATION5, @LOCATION1, @ORGANIZATION1, @LOCATION2, @ORGANIZATION3, @CAPS14 @CAPS15 @CAPS2 @PERSON1 they are all great singer song writers and do a great job at what they do @CAPS2 make millions off of it I mean come on people love music more then anything. there are movie music albums sold in the world the there are book and movies combind which I really think proves a big point when I say music is better. Serveys have been taken music wins everytime. So therefore this concludes my opinion on this subject and I hope I voiced it good enough to prove my point to people in the world that say books @CAPS2 movies are better because their not.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,2,"{'Content': 1, 'Organization': 1, 'Word Choice': 1, 'Sentence Fluency': 1, 'Conventions': 1}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
3424,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","Regardless of if we are speaking of the religous demanding books such as the @CAPS1 @CAPS2 series to be ripped from our shelves or @CAPS3 wanting to burn the @LOCATION1, books can always bring about controversy. In this country we are given the rights to freedom of speech and press, so why can anyone demand that a book be banned? Everyone in our world has different thoughts, beliefs, morals and values so why should we try to force our own views on others? We should not. Imposing our views upon others can be done just as easily through putting a controversial book on the shelves as it can by taking it off. Music, movies and magazines are no different, all express the ideas and beliefs of their respective writer, and all deserve to be accessed by anyone who desires to do so.     Books, there are lists of hundreds of banned books and honestly you could find a dozen reasons to ban any book ever written. If you ban one writers words because they speak passionately or discretely on a controversial topic, then you must ban them all, and if you have to ban the words then you must also ban the writer so that he or she cannot voice his or her opinion. If we did this then our country and our world would be without opinion, voiceless, and without a voice their is no direction and no moving forward. If the people of our world are denied the right to write a book on their opinion then what kind of world do we live in? If you can ban my words, then I can ban yours and we have both lost our voice and our chance at somehow brightening the future.      Imagine the impact if the @CAPS4 had locked away every copy of the @CAPS5 because it brought about change and controversy. Imagine a world where we had never heard of @CAPS6 or @CAPS7. It would be a would far different from our own. A world without powerful voices influencing not only our daily actions, but hundreds of years of war, love, and hate. It would be one without direction, where people are left to wonder but never to express or discuss. It would be a terrible place.     While children should not exactly be watching porn or reading '@ORGANIZATION1', they definantly should not be kept from reading, listening to, or watching anything they desire. Values and morals should be gained by reading, discovering and thinking, not forced upon us by our government or our parents. Rap music @MONTH1 have lyrics that some would consider rude but to another they @MONTH1 speak a message. To a creationist @PERSON1's views @MONTH1 seem stupid and offensive, but to an atheist they @MONTH1 be what makes sense. We should all have access to all opinions so that we can develop our own.      We should not have the values and ideas of others beaten into our heads, we should be able to develop our own through an exploration through those of others. Censorship is wrong, our government has no business in what we choose to explore and no one should be restricted by the views of another.","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,4,"{'Content': 5, 'Organization': 4, 'Word Choice': 4, 'Sentence Fluency': 4, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
3798,"Censorship in the Libraries
""All of us can think of a book that we hope none of our children or any other children have taken
off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then
you also have exactly the same right and so does everyone else. And then we have no books
left on the shelf for any of us."" --Katherine Paterson, Author","How would you feel if your son or daughter saw a naked picture of someone, kept hearing bad words from a song that was in the library! Would you really want that for your child? Thought a library was supposed to be a learning center, didnt know it was a bad place to be. People have their own opinions in everything! A lot of things these days are changing and it's not for the better! Television, books, and music are becoming dirty and unenjoyable to people. Please help try and help us stop this! We don't want it getting to our kids, like it has to others!     Some people like these kinds of things with bad actions in them! One thing that catches them is the beat, it just makes them want to start dancing. Another reason why they like it is beacuse their friends like it also! People these days are becoming more of followers than leaders like they should be. When people grow up they usually have an idol whether its a singer, book writer, or actor. When that idol grows older it most likely isnt going to be the same person with the same thoughts it had @DATE1, they change for the worse most of the time! They get caught up in drugs or the fame that it puts them in. When that happens people loose than interste in them unless they think its cool! It all just depends on the person! Some people thrive off of these things!     Libraries are supposed to be for all ages! If a kid finds something that was bad at a library and tells their friends or parents thats just putting down the library and they aren't going to want to go there anymore. This is just hurting the library because it will loose a lot of their buisness. Young kids these days are being expossed to a lot of more things that they should'nt be! What little kids already know is sickning! Hearing them say that they have boyfriends and girlfriends, and how they know bad words just at the age of @DATE1! It might have to do with the parents or the friends the kids choose but in my opinion it's right! Kid's are growing up way to fast because of the things that they know!     Movies, music, books, etc. are not like they used to be in the fifty's, even the eighty's, yeah they werent the best, but its gotten a little extreme theses days. The words that they say in songs, the things we see in movies, and the picture we see in magazines are getting out of hand. There should be a section that is blocked off only for eighteen and older that has all the bad things in the music, movies, and, magazine articles/picture. People shoud have id's that they have to have to get into this section! This is going to try and prevent kids from seeing what they are these days when they are at a young age. This might not even work, but its worth a try!      The world is'nt a happy place anymore! It's filled with violence, sex, drugs, etc. Some parents don't care about the things that their child does, says, or sees. It all just depends on the family. Whether they believe in @CAPS1 or if they don't is another example of this! It always affects ther actions and thought! People try and do the littlest things, and they try and make a difference in the world. That is what people need to do, not get involved in horrible things. They need to get involved and stay out of these bad things; seeing bad picture, hearing bad words, and watching horrible things in movies. Try to make a difference! dont be a follower because it's not going ti get you anywhere in life! Everything counts!","Write a persuasive essay to a newspaper reflecting your views on censorship in libraries.
Do you believe that certain materials, such as books, music, movies, magazines, etc.,
should be removed from the shelves if they are found offensive? Support your position
with convincing arguments from your own experience, observations, and/or reading.",2,4,"{'Content': 4, 'Organization': 3, 'Word Choice': 4, 'Sentence Fluency': 4, 'Conventions': 4}","{'Content': '', 'Organization': '', 'Word Choice': '', 'Sentence Fluency': '', 'Conventions': ''}",
